audio_id|audio_path|text
marathi_024|marathi_024.wav|गैरसोय होत असल्यामुळे त्यांना थोडातरी प्रकाश पाहीजे
marathi_025|marathi_025.wav|त्यासाठी मग त्याने शांत आणि शितल असणार्या चंद्रदेवाला पृथ्वीवर येण्याची विनंती केली
marathi_026|marathi_026.wav|पांढराशुभ्र चंद्रप्रकाशात पृथ्वीवरच्या माणसांनाही शांत वाटू लागले, झोप येऊ लागली
marathi_027|marathi_027.wav|माणसांचा वेळ रात्र आणि दिवस ह्यात वाटला गेला
marathi_028|marathi_028.wav|अशा तर्हेने पृथ्वीवरचा प्रत्येक दिवस सूर्यासोबत कामात आणि रात्र चंद्रासोबत आरामात जाऊ लागली
marathi_029|marathi_029.wav|शाळा संपतांना दीपाताईंनी मुलांना सुट्टीसाठी एक काम सोपवले होते
marathi_030|marathi_030.wav|मे महिन्यात सगळेजण आंब्याची मजा लुटतात आणि कोयी मात्र फेकून देतात
marathi_031|marathi_031.wav|ताईंनी ह्या कोयींपासूनच मुलांना रोपे तयार करण्यास सांगितली होती
marathi_032|marathi_032.wav|नम्रता तर, बाबांनी आंबे आणले की लगेचच त्याच्या कोयी आपल्याला कधी मिळतात ह्याची वाट बघायची
marathi_033|marathi_033.wav|तिने त्यासाठी दुधाच्या पिशव्या साठवून त्यात माती आणि शेणखत घालूनच ठेवले होते
marathi_034|marathi_034.wav|बाबांनी तिला हापूस, पायरी, लंगडा, तोतापुरी, लालबाग, अशा आंब्यांच्या अनेक जाती ओळखायला शिकवल्या होत्या
marathi_035|marathi_035.wav|त्यामुळे आंब्यांचा चट्टा मट्टा झाला की नम्रता आंब्यांच्या जातीप्रमाणे त्यांची वर्गवारी करुन ठेवायची
marathi_036|marathi_036.wav|सकाळी उठल्यावर आंब्याच्या दोन किंवा तीन कोयी मिळून एका मातीच्या पिशवीत लावायच्या
marathi_037|marathi_037.wav|नंतर सगळ्या पिशव्यांना पाणी घालायचे हे नम्रताचे रोजचे काम होते
marathi_038|marathi_038.wav|पाणी घालतांना नम्रता विचार करायची, आज ह्या कोयी मातीच्या कुशीत छान झोपल्या आहेत
marathi_039|marathi_039.wav|काही दिवसांनी कोयीला कोंब फुटतील, त्यातून इवलेसे रोप येईल
marathi_040|marathi_040.wav|होता होता झाड थोडे मोठे झाले की आपल्या वर्गातली सगळी मुले मिळून आपण त्याची रोपे डोंगरावर लावूयात
marathi_041|marathi_041.wav|पावसामुळे रोपे डोंगरावर वाढतील, मोठे वृक्ष होतील
marathi_042|marathi_042.wav|वसंत ऋतूत झाडांना छान मोहोर येईल, त्यावर कोकीळा, बुलबुल, मैना गाणी गातील
marathi_043|marathi_043.wav|आपल्या सर्वांना मिळून त्या डोंगरावर ट्रीपलाही जाता येईल
marathi_044|marathi_044.wav|नम्रताची स्वप्न साखळी अशी वाढत जात असे
marathi_045|marathi_045.wav|तिने तिच्या सोसायटीतल्या मैत्रिणींनाही आपल्या मनातले गुपीत सांगितले होते
marathi_046|marathi_046.wav|त्यामुळे त्याही कोयींना कोंब फुटण्याची वाट पहात होत्या
marathi_047|marathi_047.wav|होता होता पंधरा दिवस झाले
marathi_048|marathi_048.wav|सकाळी नम्रता झाडांना पाणी घालायला गेली तर तिला दोन पिशव्यांमध्ये चक्क कोंब फुटलेले दिसले
marathi_049|marathi_049.wav|नम्रता आनंदाने घरभर नाचली
marathi_050|marathi_050.wav|आई-बाबांना, मित्र-मैत्रिणींना सर्वांना ते कोंब दाखवून झाले
marathi_051|marathi_051.wav|आता तिला खात्री पटली होती की शाळा सुरु होई पर्यंत तिची आंब्याची झाडे चांगली येणार होती
marathi_052|marathi_052.wav|तुम्ही पण अशा तर्हेने झाडांची रोपे करुन पावसाळयात जरुर झाडे लावा
marathi_053|marathi_053.wav|केरळ भारतातला एक निसर्गरम्य प्रांत
marathi_054|marathi_054.wav|निसर्गाने जणू आपला सर्व खजिना या प्रांतावर अगदी मुक्तहस्ते उधळलाय
marathi_055|marathi_055.wav|बर्याच वर्षांपासून दक्षिण भारतात जाण्याची त्यातल्या त्यात केरळ बघण्याची अगदी मनापासून इच्छा होती, पण या ना त्या कारणाने तो योग येतच नव्हता
marathi_056|marathi_056.wav|कुठलीही गोष्ट घडण्याची एक ठराविक वेळ असते असे म्हणतात ते अगदी खरंय
marathi_057|marathi_057.wav|केरळ बघण्याची इच्छापूर्ती आमचा मित्र संजीव पिल्ले याच्या सहकार्यानेच व्हायची होती
marathi_058|marathi_058.wav|एक दिवस सकाळी सकाळी ऑफिसमधला टेलिफोन खणखणला
marathi_059|marathi_059.wav|तो फोन होता संजीव पिल्लेचा, जो टेलिफोन ऑपरेटर म्हणून काम करतो
marathi_060|marathi_060.wav|आंधळा मागतो एक डोळा आणि देव देतो दोन डोळे अशातली आमची अवस्था झाली
marathi_061|marathi_061.wav|एवढी वर्ष सुप्त असलेली इच्छा पूर्ण होण्याची संधी अशी सहजासहजी चालून येईल असं वाटलं नव्हतं
marathi_062|marathi_062.wav|मग काय, भराभर वेगवेगळ्या सेक्शनमधले फोन घणघणले आणि इच्छुकांची म्हणण्यापेक्षा अपेक्षितांची यादी तयार झाली
marathi_063|marathi_063.wav|मिनू, एके दिवशी तिच्या घराच्या बागेत फिरत असतांना, चाफ्याच्या झाडाखाली तिला काहीतरी हालचाल दिसली
marathi_064|marathi_064.wav|अगं आई, लवकर बागेत ये, बघ काय आहे, मिनू जोरात हाका मारत आईला बोलवत म्हणाली
marathi_065|marathi_065.wav|आईने धावत येऊन पाहिले तर मैना निपचित पडलेली होती
marathi_066|marathi_066.wav|मिनू, अग ही मैना अजून जिवंत आहे, तिला उचलून आत आण, आईने काळजीने मिनूला सुचवले
marathi_067|marathi_067.wav|मैनेला घरात आणल्यावर मिनूने कापसाच्या बोळ्याने पाणी पाजले, तिला थोडी तरतरी आली
marathi_068|marathi_068.wav|मिनू मैना पक्ष्याला प्रथमच इतक्या जवळून पाहत असल्यामुळे जरा सुरुवातीला घाबरली होती
marathi_069|marathi_069.wav|पण आता तिला बरे करायचे आहे म्हणून काळजी घेत होती
marathi_070|marathi_070.wav|दोन दिवसांनी मैना पुष्कळच टवटवीत दिसू लागली, घरात थोडीफार इकडे तिकडे फिरु लागली
marathi_071|marathi_071.wav|मैनेची हालचाल बघून मिनूला खूपच आनंद झाला, तिने मैनेचे नाव प्रेमाने मिठू ठेवले
marathi_072|marathi_072.wav|तिला चांगले वाटावे म्हणून बागेतून काडया-पाने गोळा करुन तिच्यासाठी छानसे घरटेही तयार केले
marathi_073|marathi_073.wav|मिठू घरात फिरुन आली की घरट्यात जाऊन बसायची
marathi_074|marathi_074.wav|शाळे व्यतिरिक्त मिनूचा संपूर्ण वेळ मिठूशी खेळण्यात जायचा, तिला मिठूचा खूपच लळा लागला होता
marathi_075|marathi_075.wav|आता मिठूला चांगले उडता येऊ लागले होते
marathi_076|marathi_076.wav|आईने मिनूला समजावून सांगितले, मिनू राणी, मिठूला आता चांगले उडता येऊ लागले आहे
marathi_077|marathi_077.wav|समजा ती उडाली तर अजिबात नाराज व्हायचे नाही
marathi_078|marathi_078.wav|दुसर्या दिवशी सकाळी घरटयात जाऊन पाहिले तर मिठू तेथे नव्हती
marathi_079|marathi_079.wav|घरभर तिला शोधले पण सापडली नाही
marathi_080|marathi_080.wav|मिनूला कळून चुकले की आता मिठू आपल्याला परत कधीच भेटणार नाही
marathi_081|marathi_081.wav|तिच्या सवंगडयांना भेटायला ती आकाशात दूरवर उडाली आहे
marathi_082|marathi_082.wav|मिनू उदास झाली, तिचा रोजचा वेळ आता कंटाळवाणा जाऊ लागला
marathi_083|marathi_083.wav|मिठूची खूपच आठवण येत असे, असेच दिवस चालले होते
marathi_084|marathi_084.wav|एके दिवशी सकाळी मिनूला खिडकीत ओळखीचा आवाज आला
marathi_085|marathi_085.wav|डोळे उघडून पाहिले तर मिनू मोठयाने किंचाळलीच
marathi_086|marathi_086.wav|मिठूही आनंदाने मिनूच्या गादीवर बसली
marathi_087|marathi_087.wav|मिनूला तर इतका आनंद झाला होता, ती मनसोक्त तिच्या छोटया मैत्रिणीशी खेळली
marathi_088|marathi_088.wav|थोडया वेळाने मिठू खिडकीतून दूर उडून गेली
marathi_089|marathi_089.wav|ते पाहिल्यावर आई म्हणाली, मिनू मला तुझे कौतूक वाटते, पिंजर्यात डांबून न ठेवता तू मिठूला मोकळे ठेवलेस त्यामुळेच ती तुझ्याकडे परत आली
marathi_090|marathi_090.wav|मला खात्री आहे आता मिठू आपल्याकडे नेहमीच येत जाईल, मिनूने आईला घट्ट मिठी मारली
marathi_091|marathi_091.wav|मदर्स डेसाठी आदिती आणि आखिलेषची जोरदार तयारी चालू झाली होती
marathi_092|marathi_092.wav|रोजच्या दोघांच्या चर्चा, कागदावर सारखे गुपचूप लिहीणे आजोबा दोनचार दिवसांपासून पाहात होते
marathi_093|marathi_093.wav|आज त्यांनी त्याबद्दल मुलांना विचारायचे ठरवले
marathi_094|marathi_094.wav|काय गं आदिती, काय गडबड चालली आहे, दोन चार दिवसांपासून तुम्ही दोघेही काहीतरी कामात आहात
marathi_095|marathi_095.wav|आजोबांनी हा प्रश्न विचारल्यावर आदितीने घाबरुन खोलीत आई नाही ना ह्याची खात्री करुन घेतली
marathi_096|marathi_096.wav|अहो आजोबा, मदर्स डे आहे नां त्याची तयारी करतो आहोत, आखिलेषने दबक्या आवाजात सांगितले
marathi_097|marathi_097.wav|मदर्स डे म्हणजे आपला मातृदिन होय, आजोबा समजूतीने म्हणाले
marathi_098|marathi_098.wav|आम्ही त्याच्या सेलिब्रेशनची तयारी करत आहोत, आदितीने समजूत काढली
marathi_099|marathi_099.wav|आखिलेष पुढे समजावत म्हणाला, आजोबा मी इंटरनेटवर वाचले आहे मदर्स डेची सुरुवात प्रथम ग्रीक आणि रोमन लोकांनी ख्रिस्त जन्मपूर्व २५० वर्षांपूर्वी केली
marathi_100|marathi_100.wav|निसर्गमातेचा उत्सव म्हणून सुरु केला गेलेला हा दिवस आपआपल्या मातांना प्रेम आणि आदर व्यक्त करण्याचा दिवस म्हणून साजरा केला जाऊ लागला
marathi_101|marathi_101.wav|आता भारतीयही मातृदिना बरोबरच मदर्स डेही साजरा करतात
marathi_102|marathi_102.wav|आम्हीही आईसाठी हा दिवस स्पेशल करणार आहोत
marathi_103|marathi_103.wav|आजोबांनाही ही माहिती नवीनच होती
marathi_105|marathi_105.wav|ते उत्साहाने म्हणाले, मुलांनो, मलाही तुमचा प्लॅन सांगा, मी सुध्दा तुम्हाला काहीतरी मदत करु शकेन
marathi_106|marathi_106.wav|आजोबांचे आश्वासन ऐकून मुलांनाही उत्साह आला
marathi_107|marathi_107.wav|आदिती सांगू लागली, रविवारी आम्ही दोघेही आईच्या आधी उठून तिला सकाळचा चहा करुन देणार आहोत
marathi_108|marathi_108.wav|त्यानंतर दुपारचे जेवणही आम्हीच करणार आहोत, बाबा आम्हाला पोळ्या करायला मदत करणार आहे
marathi_109|marathi_109.wav|आखिलेष पुढे म्हणाला, आईसाठी आम्ही खास शुभेच्छापत्रही तयार केले आहे
marathi_110|marathi_110.wav|साठवलेल्या पैश्यातून तिच्यासाठी छोटेसे गिफ्ट आणि आवडीचे मोगर्याचे गजरेही आणणार आहोत
marathi_111|marathi_111.wav|मुलांचे प्लॅन ऐकून आजोबा खूष झाले, मुलांनो तुमचा मदर्स डे नक्कीच स्पेशल होणार आहे, मीही त्या दिवशी तुम्हाला कामात मदत करीन
marathi_112|marathi_112.wav|रोज शाळा सुटल्यावर भूक लागल्यामुळे चिन्मय धावतच घरी यायचा
marathi_113|marathi_113.wav|त्याची आई रोज त्याच्यासाठी वेगवेगळे पदार्थ करायची
marathi_114|marathi_114.wav|कधी इडली, ढोकळा, थालिपीठ, नूडल्स अगदी रोज काहीतरी वेगळे असायचेच
marathi_115|marathi_115.wav|शाळेतल्या मित्रांना त्याचा हेवा वाटायचा
marathi_116|marathi_116.wav|एके दिवशी घरी आल्यावर आई झोपलेली होती, तो घाईने आई जवळ गेला
marathi_117|marathi_117.wav|आईला ताप आला होता, त्याला पाहून क्षीण आवाजात आई म्हणाली, चिनू बेटा, मला ताप आल्यामुळे अजिबात उठवले जात नाही आहे
marathi_118|marathi_118.wav|मी तुझ्यासाठी काही खायला करु शकले नाही, आजचा दिवस तू सकाळचीच पोळी-भाजी खा आणि दूध पी
marathi_119|marathi_119.wav|हे ऐकल्यावर चिनूला खूपच राग आला, हे काय डब्यातही तेच आणि आताही तेच, मी नाही काही खात जा, चिन्मय धूसफूसत म्हणाला
marathi_120|marathi_120.wav|शेवटी काही न खाताच तो चिडून खेळायला गेला
marathi_121|marathi_121.wav|आईला बरे नाही म्हणून संध्याकाळी बाबा स्वयंपाक करत होते
marathi_122|marathi_122.wav|चिनू आज मला तुझी मदत हवी आहे, मटार सोलून दे बरं, बाबा पोळया लाटता लाटता म्हणाले
marathi_123|marathi_123.wav|नाखुषीनेच चिनूने मटार सोलायला घेतले, त्यानंतर तांदूळ निवडले
marathi_124|marathi_124.wav|बापरे किती वेळ लागतो हे करायला, चिनू वैतागला
marathi_125|marathi_125.wav|बाबाही बराच वेळापासून स्वयंपाकघरात होते पण त्यांच्या फक्त पोळया आणि भाजी करुन झाली होती
marathi_126|marathi_126.wav|अजून कुकर लावायचा बाकी होता
marathi_127|marathi_127.wav|हो ना रे चिनू, आपण इतका वेळ स्वयंपाकघरात आहोत पण दोनच पदार्थ करु शकलो
marathi_128|marathi_128.wav|आई रोज सकाळ, दुपार, संध्याकाळ इतके पदार्थ कसे करत असेल, ते सुध्दा आपली अजिबातच मदत नसतांना
marathi_129|marathi_129.wav|बाबाच्या ह्या प्रश्नाने चिनूला आपले संध्याकाळचे वागणे आठवले
marathi_130|marathi_130.wav|ताप आलेला असतांनाही आपण आईशी किती वाईट बोललो हे आठवून त्याला खूप वाईट वाटले
marathi_131|marathi_131.wav|धावतच तो आईच्या खोलीत गेला
marathi_132|marathi_132.wav|आईच्या जवळ जाऊन तिला म्हणाला, आई मला माफ कर, तू आमच्यासाठी किती कष्ट घेतेस
marathi_133|marathi_133.wav|मी मात्र तुला बर नसतांनाही खायला करायचा हटट केला
marathi_134|marathi_134.wav|कधी कधी तर तू प्रेमाने कलेले, मी मात्र आवडत नाही म्हणून सरळ टाकून देतो
marathi_135|marathi_135.wav|चिन्यमचे हे बोलणे ऐकून आईने त्याला जवळ घेतले
marathi_136|marathi_136.wav|बाबाही समाधानाने स्वयंपाकघरात जेवणाची पान घ्यायला वळला
marathi_137|marathi_137.wav|मोंटूचे बाबा त्यांच्या ऑफिसच्या कामानिमित्त देशात परदेशात जात असत
marathi_138|marathi_138.wav|मोंटूचा मामाही अमेरिकेत होता, त्यामुळे सतत मोंटूला चॉकलेटचे विविध प्रकार खायला मिळत
marathi_139|marathi_139.wav|चॉकलेट खातांना त्याला मजा येत असे परंतु चूळ भरायला किंवा दात घासायला मोंटूला प्रचंड कंटाळा होता
marathi_140|marathi_140.wav|हळूहळू त्याचा परिणाम दिसू लागला
marathi_141|marathi_141.wav|मोंटूचे वजन वाढायला लागले होते, त्याचे दात काळे होऊन किडायला लागले होते
marathi_142|marathi_142.wav|कधी जर खूप थंड किंवा अती गरम पदार्थ खाल्ले तर त्याच्या दातातून कळा येत असत
marathi_143|marathi_143.wav|ती कुठल्याही क्षणी आपल्या घरातून उडून जाऊ शकते
marathi_144|marathi_144.wav|अशा वेळी त्याला अत्यंत रडू येत असे
marathi_145|marathi_145.wav|आईबाबा त्याला ह्या गोष्टीवरुन खूप समजावत पण त्याला अजिबात समजावून घ्यायचे नसायचे
marathi_146|marathi_146.wav|एके दिवशी झोपलेला असतांना त्याला कुणाचा तरी रडण्याचा आवाज आला
marathi_147|marathi_147.wav|त्याने इकडे तिकडे पाहिले परंतु कोणी दिसेना
marathi_148|marathi_148.wav|थोडयावेळाने आवाज अधिक मोठा झाला
marathi_149|marathi_149.wav|त्याने नीट कानोसा घेतल्यावर लक्षात आले की आवाज तर त्याच्या तोंडातून येत आहे
marathi_150|marathi_150.wav|त्याला अजिबात कळेना म्हणून त्याने आरश्यासमोर आ करुन मोठे तोंड उघडले, तर चक्क त्याचे मागचे चार दात म्हणजेच दाढा रडत होत्या
marathi_151|marathi_151.wav|मोंटू तू आमची नीट काळजी न घेतल्यामुळे बघ काय झाले
marathi_152|marathi_152.wav|मी कुठे काय केले, मोंटू ओशाळून म्हणाला
marathi_153|marathi_153.wav|हो तूच हे सगळे केलेस, रोज आठ-दहा चॉकलेट्स खायचास, खाल्ल्यावर चूळ भरायचा नाहीस, रात्री दात घासायचा नाहीस, सकाळचे तुझे दात घासणेही घाईचेच असते
marathi_154|marathi_154.wav|त्यामुळे चॉकलेट आणि अन्नाचे सगळे कण आमच्या दातात अडकून रहातात
marathi_155|marathi_155.wav|दिवसरात्र अडकून बसल्यामुळे आम्हाला किड लागली आहे, आमचा पांढराशुभ्र रंग तर काळाकुट्ट झाला आहे
marathi_156|marathi_156.wav|मोंटू दातांचे बोलणे ऐकून अधिकच ओशाळला
marathi_157|marathi_157.wav|दात पुढे म्हणाले, आता तू कुठलाही गरम किंवा गार पदार्थ खाल्ला की आम्हाला किती त्रास होतो माहिती आहे, जोरदार ठणका बसतो
marathi_158|marathi_158.wav|डॉक्टर काकांकडे गेल्यावर आता ते आम्हाला काढून टाकणार, तुझ्या हलगर्जीपणामुळे आमचे घर जाणार आहे
marathi_159|marathi_159.wav|मोंटू अरे उठ, शाळेत जायची वेळ झाली आहे, आईची हाक आली
marathi_160|marathi_160.wav|मोंटू दचकून जागा झाला
marathi_161|marathi_161.wav|अरे म्हणजे हे फक्त स्वप्न होते तर, मोंटूला अगदी हुश्श झाले
marathi_162|marathi_162.wav|मात्र त्याने निश्चय केला दातांची काळजी घेण्याचा आणि दात घासायला बाथरुम मध्ये पळाला
marathi_163|marathi_163.wav|मिता कोकणातल्या छोटया खेड्यात रहायची
marathi_164|marathi_164.wav|तिचे गाव शांत, सुंदर आणि समुद्राकाठी वसलेले होते
marathi_165|marathi_165.wav|तिचे बाबा मासळी विकायचे आणि आई घरी पापड, लोणची करुन विकायची, ह्यावर त्यांच्या कुटूंबाचा उदर निर्वाह चालत असे
marathi_166|marathi_166.wav|रोज सकाळी पहाटे उठून मिताही त्यांच्या बरोबर समुद्र किनारी जात असे
marathi_167|marathi_167.wav|तिला सकाळच्या उन्हात चमकणारी समुद्राची वाळू खूप आवडत असे
marathi_168|marathi_168.wav|वाळूत ती अनेक प्रकारची नक्षी काढत असे
marathi_169|marathi_169.wav|समुद्रातले अनेक रंगी मासेही तिला खूप आवडत असत
marathi_170|marathi_170.wav|तिचे बाबा मासे पकडत तेंव्हा जाळ्यात अडकलेल्या माश्यांची तडफड तिला अस्वस्थ करुन जात असे
marathi_171|marathi_171.wav|तिने एक दिवस तिच्या बाबांना विचारले, बाबा, आपल्या सारखेच सगळ्यांनी रोजच मासे पकडले तर समुद्रातले मासे एक दिवस संपून जातील
marathi_172|marathi_172.wav|मग सगळ्यांनी बाजारात जाऊन विकायचे काय आणि खायचे काय, मिताच्या ह्या प्रश्नावर आई-बाबा दोघांनाही हसू आले
marathi_173|marathi_173.wav|त्या दिवशी रात्री मिताच्या आईला अस्वस्थ करणारे स्वप्न पडले
marathi_174|marathi_174.wav|तिने स्वप्नात पाहिले की समुद्रातले सगळे मासेच संपून गेले आहेत, त्यामुळे त्यांना पैसे मिळणेच कठीण झाले आहे
marathi_175|marathi_175.wav|आईने मिताच्या बाबांनाही हे स्वप्न सांगितले
marathi_176|marathi_176.wav|दुसर्या दिवशी सकाळी उठल्यावर नेहमीप्रमाणे समुद्रावर जाण्याची तयारी झाली
marathi_177|marathi_177.wav|मिताने बघितले की तिच्या आईने मासे ठेवण्याच्या नेहमीच्या टोपलीपेक्षा आकाराने लहान टोपली घेतली होती
marathi_178|marathi_178.wav|तिला काही कळले नाही पण न विचारताच ती शाळेत गेली
marathi_179|marathi_179.wav|आल्यावर मिताने बघितले तर तिचे बाबा नारळाच्या झावळ्या करत होते, आई पापड करण्यात गुंग होती
marathi_180|marathi_180.wav|आज दोघेही जण मासळी बाजारातून लवकर घरी आले होते
marathi_181|marathi_181.wav|मिताने त्याबद्दल विचारताच आई म्हणाली, मिता तुझ्या प्रश्नाने आम्हाला विचार करायला भाग पाडले आहे
marathi_182|marathi_182.wav|आजपासून आम्ही ठरवले आहे की आवश्यकते नुसारच आपल्याला जितके मासे हवेत तितके मासे घ्यायचे
marathi_183|marathi_183.wav|अधिक घेण्याचा हव्यास करायचा नाही
marathi_184|marathi_184.wav|आपला खर्च भागवण्यासाठी आम्ही इतरही उद्योग करायचे ठरवले आहेत, पण त्यासाठी निसर्गाची हानी मात्र अजिबात करायची नाही
marathi_185|marathi_185.wav|आईचे बोलणे ऐकून मिताने तिला अत्यानंदाने मिठी मारली
marathi_186|marathi_186.wav|मंजूच्या बोटांना जन्मापासूनच आपल्या सारखी पेरं नव्हती
marathi_187|marathi_187.wav|तिला वस्तू धरतांना, लिहीतांना, बटण लावतांना अशी रोजची कामे करतांना खूपच त्रास व्हायचा
marathi_188|marathi_188.wav|पण मंजू जिद्दीने स्वतःची कामे कोणाचीही मदत न घेता पूर्ण करायची
marathi_189|marathi_189.wav|मंजूला चित्रकलेची खूपच आवड होती, चित्र काढतांना तिला वेळेचे भान राहत नसे
marathi_190|marathi_190.wav|एका रविवारी सकाळी तीन तास बसून बागेचे सुंदर चित्र रंगवले
marathi_191|marathi_191.wav|चित्र पाहताच आईने आनंदाने मंजूला जवळ घेत म्हटले, मंजू, तुझ्या हातात कला आहे, त्याला अधिकाधिक वाढवायचा प्रयत्न कर
marathi_192|marathi_192.wav|आईच्या बोलण्याचा मंजूवर खोलवर परिणाम झाला
marathi_193|marathi_193.wav|त्या रात्री आईबाबांचे बोलणे मंजूच्या कानावर पडले
marathi_194|marathi_194.wav|आई म्हणत होती, अहो, आता शाळेत स्पर्धा आहेत, आपण मंजूला नवीन रंग आणि काही कागद घेऊन देऊ या का
marathi_195|marathi_195.wav|त्यावर बाबा वैतागलेल्या सुरात म्हणाले, अगं, महागई किती वाढलेली आहे, शिक्षणाच्या भविष्याच्या द्रुष्टीने कितीतरी पैसा साठवायचा आहे
marathi_196|marathi_196.wav|रंगाचे पैसे खर्च करणे आपल्याला शक्य नाही, तसे ही हातामुळे मंजूला फार काळ चित्रकला करता येईल असे मला वाटत नाही
marathi_197|marathi_197.wav|वडीलांचे हे शब्द ऐकून मंजूला रडूच कोसळले
marathi_198|marathi_198.wav|सकाळी काढलेले चित्र तिने फाडून टाकले
marathi_199|marathi_199.wav|दुसर्या दिवशी उठल्यावर मंजू आईला स्वयंपाकात मदत करायला आली
marathi_200|marathi_200.wav|आईने आश्चर्याने तिला त्याबद्दल विचारले
marathi_201|marathi_201.wav|मंजूने कालचे संभाषण ऐकल्याचे सांगितले
marathi_202|marathi_202.wav|आईच्या डोळयात पाणी आले, तिने मंजूला कुशीत घेत म्हटले, मंजू आपल्या अपंगत्वावर आपणच मात करायला शिकले पाहिजे
marathi_203|marathi_203.wav|तुला माहिती आहे विल्मा रुडाल्फ ही अमेरिकन खेळाडू पोलिओमुळे दोन्ही पायांनी अपंग होती
marathi_204|marathi_204.wav|पण मेहनत आणि जिद्दीच्या जोरावर तिने ऑलिंपिक स्पर्धेत तीन सुवर्ण पदके मिळवून जागतिक विक्रम केला होता
marathi_205|marathi_205.wav|मंजू तुझी स्थिती तर ह्यापेक्षा कितीतरी चांगली आहे, तुझ्या ह्या वाटचालीत तुला अनेक अडचणी येणारच आहेत त्यावर मात करायला शिक
marathi_206|marathi_206.wav|आईच्या बोलण्याने मंजूला खूपच हुरुप आला
marathi_207|marathi_207.wav|आईला घटट मिठी मारत मंजू म्हणाली, हो आई, जर विल्मा करु शकते तर मी का नाही
marathi_208|marathi_208.wav|आठवडयाभराने नीनाचा वाढदिवस होता
marathi_209|marathi_209.wav|वाढदिवसाला काय काय आणायचे ह्याची यादी ती तिच्या बाबांना समजावून सांगत होती
marathi_210|marathi_210.wav|चॉकलेट केक, दहा मेणबत्त्या, पावभाजी आणि हो त्या दिवशी घालण्यासाठी खास सीमाचा निळ्या टिकल्यांचा फ्रॉक
marathi_211|marathi_211.wav|सीमा नीनाची मावस बहीण होती
marathi_212|marathi_212.wav|शाळेच्या स्नेहसम्मेलनात सीमाला परीची भूमिका करायची होती म्हणून तिच्या आईने खास निळा फ्रॉक आणला होता
marathi_213|marathi_213.wav|नीनाला तो फ्रॉक खूपच आवडल्यामुळे वाढदिवसाच्या दिवशी तो घालायचा म्हणून हट्ट करत होती
marathi_214|marathi_214.wav|नीनाच्या आई-बाबांना तिला कसे समजवावे हेच समजेना
